mmsi,timestamp,lat,lon,sog,cog,vessel_name,imo,vessel_type,type_code,length,width,draught
240768605,2019-12-08T18:11:39Z,31.267215,32.470733,18.5,65.9,STENA STAR F13,9428785,Container Ship,70,134,16,7.1
240879946,2019-12-08T18:11:39Z,31.455362,30.767633,19.3,246.4,MSC OASIS M84,9939190,Container Ship,70,264,30,15.0
256382880,2019-12-08T18:11:39Z,34.925965,34.540536,11.8,265.8,NORDIC LEADER F34,9625825,General Cargo,70,344,50,8.3
256593382,2019-12-08T18:11:39Z,35.596482,30.555974,11.7,96.3,MT OASIS P15,9345581,Bulk Carrier,70,263,30,8.3
256826655,2019-12-08T18:11:39Z,35.844194,27.563016,12.2,182.3,MT PIONEER D70,9579822,Crude Oil Tanker,80,133,27,11.9
311159078,2019-12-08T18:11:39Z,32.652031,33.14078,11.4,239.8,NORDIC FALCON T47,9642131,Bulk Carrier,70,295,45,16.4
311191585,2019-12-08T18:11:39Z,33.590288,29.496598,17.4,284.2,SEASPAN SPIRIT J51,9257101,LNG Carrier,84,340,20,16.2
311439680,2019-12-08T18:11:39Z,34.477439,31.651042,14.6,134.1,GLOBAL CARRIER X25,9880273,Crude Oil Tanker,80,158,24,11.4
311905376,2019-12-08T18:11:39Z,33.439895,34.23612,13.3,111.1,SEASPAN JEWEL E27,9189613,Chemical Tanker,82,203,36,15.8
311917194,2019-12-08T18:11:39Z,33.536865,35.280943,12.5,35.3,MINERVA FALCON C17,9648708,Chemical Tanker,82,243,29,12.3
311970218,2019-12-08T18:11:39Z,35.339492,35.873921,14.4,239.2,SEASPAN LEADER X34,9531250,Crude Oil Tanker,80,287,28,6.6
352102365,2019-12-08T18:11:39Z,32.555772,35.073075,13.6,230.7,PACIFIC SPIRIT M60,9628912,Crude Oil Tanker,80,287,44,9.1
352149143,2019-12-08T18:11:39Z,32.530122,31.126231,13.1,43.8,MINERVA LEADER A66,9152745,Bulk Carrier,70,340,18,8.0
352301606,2019-12-08T18:11:39Z,34.221916,27.931927,10.8,97.4,NORDIC CARRIER L22,9888987,Chemical Tanker,82,166,25,14.7
352496149,2019-12-08T18:11:39Z,33.919236,34.368158,21.8,208.9,STENA NAVIGATOR F19,9865940,Container Ship,70,320,22,6.9
352708407,2019-12-08T18:11:39Z,31.281769,30.656961,16.4,52.8,MT PIONEER Q12,9318948,LNG Carrier,84,337,54,10.3
352738192,2019-12-08T18:11:39Z,35.230839,31.385277,18.8,270.2,HELLAS EAGLE N89,9658831,Container Ship,70,291,30,10.8
352942909,2019-12-08T18:11:39Z,30.577643,32.937581,17.4,319.6,MSC LEADER C91,9922256,LNG Carrier,84,159,31,14.9
370105717,2019-12-08T18:11:39Z,35.247231,34.004985,12.5,55.3,PACIFIC EAGLE D18,9477089,Chemical Tanker,82,214,54,15.1
370197493,2019-12-08T18:11:39Z,32.217289,32.396996,12.9,329.6,NORDIC STAR O76,9226523,Bulk Carrier,70,155,19,10.7
370349903,2019-12-08T18:11:39Z,34.536448,27.93107,9.0,36.3,STENA NAVIGATOR V31,9118470,Bulk Carrier,70,309,50,16.0
370380151,2019-12-08T18:11:39Z,34.09796,33.302298,18.0,298.4,MSC TRADER W37,9782835,LNG Carrier,84,336,16,10.2
370394004,2019-12-08T18:11:39Z,34.182741,35.245124,12.6,296.4,GLOBAL JEWEL M66,9195795,Crude Oil Tanker,80,290,30,10.4
370528463,2019-12-08T18:11:39Z,33.368636,31.454327,13.9,100.7,MAERSK STAR C16,9726439,Crude Oil Tanker,80,255,32,5.7
370544505,2019-12-08T18:11:39Z,34.941349,31.217182,11.1,292.5,MSC PIONEER C42,9559005,Product Tanker,81,214,15,9.1
370601289,2019-12-08T18:11:39Z,31.471009,31.491027,9.6,306.6,MINERVA SPIRIT W67,9787247,Bulk Carrier,70,273,19,13.8
370607765,2019-12-08T18:11:39Z,34.793014,27.784665,13.0,236.6,EVER OASIS F95,9638068,Bulk Carrier,70,331,47,11.2
636470344,2019-12-08T18:11:39Z,34.242398,27.846316,12.0,63.3,EVER NAVIGATOR I38,9845644,Crude Oil Tanker,80,334,52,12.7
636907509,2019-12-08T18:11:39Z,34.096521,35.577535,10.7,354.9,CMA CGM LEADER J12,9928908,Bulk Carrier,70,135,32,10.8
205189261,2019-12-08T19:11:39Z,35.574754,35.44476,12.3,236.3,OCEAN GLORY S85,9455254,Chemical Tanker,82,111,42,14.8
205207059,2019-12-08T19:11:39Z,35.213672,31.947271,11.8,295.7,MV TRADER F36,9729045,General Cargo,70,167,49,6.3
205213756,2019-12-08T19:11:39Z,35.086338,27.459045,12.6,156.4,EVER NAVIGATOR L38,9994910,Bulk Carrier,70,101,20,9.6
205218275,2019-12-08T19:11:39Z,35.179691,30.160852,9.0,83.7,MINERVA CARRIER P70,9873950,Fishing,30,178,38,5.5
205466862,2019-12-08T19:11:39Z,34.160254,31.550612,17.2,275.1,MV CARRIER J83,9257818,LNG Carrier,84,349,36,6.2
205839480,2019-12-08T19:11:39Z,30.464223,31.815026,14.8,10.0,MV HORIZON W35,9657862,Crude Oil Tanker,80,246,22,10.9
205876227,2019-12-08T19:11:39Z,33.314016,35.077258,19.9,251.7,OCEAN PIONEER V34,9310450,Container Ship,70,306,19,7.8
211301597,2019-12-08T19:11:39Z,33.896645,33.002361,11.2,235.9,GLOBAL SPIRIT E39,9241893,Product Tanker,81,345,46,8.1
211333160,2019-12-08T19:11:39Z,31.700446,34.172833,8.0,226.9,CMA CGM NAVIGATOR E63,9346555,Fishing,30,204,54,16.2
211750320,2019-12-08T19:11:39Z,35.074994,35.249772,12.5,282.5,MV LEADER M43,9275702,Product Tanker,81,308,21,9.8
235268513,2019-12-08T19:11:39Z,35.077523,31.57006,11.0,103.3,CMA CGM LEADER H24,9825947,General Cargo,70,189,26,6.4
235271138,2019-12-08T19:11:39Z,33.017686,33.392056,12.3,242.6,GLOBAL HORIZON A39,9800506,General Cargo,70,126,48,6.6
235278826,2019-12-08T19:11:39Z,35.262726,35.347098,10.7,207.6,CMA CGM PIONEER W69,9972218,General Cargo,70,176,18,12.9
235314120,2019-12-08T19:11:39Z,31.699594,31.828258,18.3,341.3,OCEAN FALCON Q79,9824717,LNG Carrier,84,345,16,8.6
235383336,2019-12-08T19:11:39Z,31.648948,32.928684,9.8,17.9,HELLAS LEADER D51,9100062,Fishing,30,287,54,11.5
235444842,2019-12-08T19:11:39Z,35.918668,34.321155,11.7,273.9,MAERSK NAVIGATOR I48,9673068,General Cargo,70,157,37,5.8
235453968,2019-12-08T19:11:39Z,35.699251,32.130366,16.8,288.7,HELLAS EAGLE U15,9788367,Container Ship,70,309,36,6.2
235662974,2019-12-08T19:11:39Z,34.887951,35.038469,11.2,269.6,NORDIC GLORY J85,9375224,Product Tanker,81,161,30,12.2
235700756,2019-12-08T19:11:39Z,33.392071,34.474538,21.9,286.9,PACIFIC HORIZON G80,9430322,Container Ship,70,318,43,15.6
235776362,2019-12-08T19:11:39Z,34.94409,27.572413,18.1,155.9,OCEAN HORIZON Q49,9136727,LNG Carrier,84,123,25,6.6
240174266,2019-12-08T19:11:39Z,31.367931,29.597838,9.7,65.7,OCEAN CARRIER T34,9124224,Fishing,30,165,40,10.0
240184805,2019-12-08T19:11:39Z,31.743805,32.157873,11.6,1.0,MV NAVIGATOR D57,9636523,General Cargo,70,261,32,6.5
240541723,2019-12-08T19:11:39Z,31.97268,35.140022,8.8,313.9,STENA OASIS R71,9479324,Fishing,30,162,41,10.6
240714289,2019-12-08T19:11:39Z,35.045415,35.237206,11.4,156.9,MAERSK NAVIGATOR O97,9950688,Chemical Tanker,82,105,16,14.7
240768605,2019-12-08T19:11:39Z,31.211714,32.459756,20.2,54.9,STENA STAR F13,9428785,Container Ship,70,134,16,7.1
240879946,2019-12-08T19:11:39Z,31.359026,30.640586,17.7,248.7,MSC OASIS M84,9939190,Container Ship,70,264,30,15.0
256382880,2019-12-08T19:11:39Z,34.8579,34.444439,12.0,272.1,NORDIC LEADER F34,9625825,General Cargo,70,344,50,8.3
256593382,2019-12-08T19:11:39Z,35.583746,30.677444,13.3,88.0,MT OASIS P15,9345581,Bulk Carrier,70,263,30,8.3
256826655,2019-12-08T19:11:39Z,35.780069,27.592572,11.3,192.3,MT PIONEER D70,9579822,Crude Oil Tanker,80,133,27,11.9
311159078,2019-12-08T19:11:39Z,32.572278,33.027196,11.7,237.6,NORDIC FALCON T47,9642131,Bulk Carrier,70,295,45,16.4
311191585,2019-12-08T19:11:39Z,33.638404,29.330347,17.9,282.9,SEASPAN SPIRIT J51,9257101,LNG Carrier,84,340,20,16.2
311439680,2019-12-08T19:11:39Z,34.494535,31.671877,14.7,116.6,GLOBAL CARRIER X25,9880273,Crude Oil Tanker,80,158,24,11.4
311653540,2019-12-08T19:11:39Z,35.913192,35.662614,13.3,265.0,PACIFIC NAVIGATOR C79,9569955,Chemical Tanker,82,218,19,13.2
311905376,2019-12-08T19:11:39Z,33.440367,34.22067,11.9,107.8,SEASPAN JEWEL E27,9189613,Chemical Tanker,82,203,36,15.8
311917194,2019-12-08T19:11:39Z,33.549468,35.343401,13.5,32.8,MINERVA FALCON C17,9648708,Chemical Tanker,82,243,29,12.3
311970218,2019-12-08T19:11:39Z,35.278125,35.887726,10.9,225.4,SEASPAN LEADER X34,9531250,Crude Oil Tanker,80,287,28,6.6
352102365,2019-12-08T19:11:39Z,32.548426,35.023139,11.2,227.2,PACIFIC SPIRIT M60,9628912,Crude Oil Tanker,80,287,44,9.1
352149143,2019-12-08T19:11:39Z,32.536589,31.243426,12.4,37.3,MINERVA LEADER A66,9152745,Bulk Carrier,70,340,18,8.0
352301606,2019-12-08T19:11:39Z,34.156168,28.056596,14.5,98.7,NORDIC CARRIER L22,9888987,Chemical Tanker,82,166,25,14.7
352496149,2019-12-08T19:11:39Z,33.883342,34.373941,21.1,211.9,STENA NAVIGATOR F19,9865940,Container Ship,70,320,22,6.9
352708407,2019-12-08T19:11:39Z,31.350982,30.767203,17.6,55.0,MT PIONEER Q12,9318948,LNG Carrier,84,337,54,10.3
352738192,2019-12-08T19:11:39Z,35.210428,31.316409,21.7,273.8,HELLAS EAGLE N89,9658831,Container Ship,70,291,30,10.8
352942909,2019-12-08T19:11:39Z,30.589122,32.833907,16.3,327.4,MSC LEADER C91,9922256,LNG Carrier,84,159,31,14.9
370105717,2019-12-08T19:11:39Z,35.298725,34.017084,13.0,56.2,PACIFIC EAGLE D18,9477089,Chemical Tanker,82,214,54,15.1
370197493,2019-12-08T19:11:39Z,32.343449,32.320501,11.6,329.5,NORDIC STAR O76,9226523,Bulk Carrier,70,155,19,10.7
370349903,2019-12-08T19:11:39Z,34.460863,27.946494,12.7,50.9,STENA NAVIGATOR V31,9118470,Bulk Carrier,70,309,50,16.0
370380151,2019-12-08T19:11:39Z,34.134669,33.137995,18.2,293.4,MSC TRADER W37,9782835,LNG Carrier,84,336,16,10.2
370394004,2019-12-08T19:11:39Z,34.251358,35.196066,12.3,301.6,GLOBAL JEWEL M66,9195795,Crude Oil Tanker,80,290,30,10.4
370528463,2019-12-08T19:11:39Z,33.374232,31.716185,12.6,96.8,MAERSK STAR C16,9726439,Crude Oil Tanker,80,255,32,5.7
370544505,2019-12-08T19:11:39Z,34.907037,31.0987,11.7,284.6,MSC PIONEER C42,9559005,Product Tanker,81,214,15,9.1
370601289,2019-12-08T19:11:39Z,31.581668,31.356044,12.1,300.9,MINERVA SPIRIT W67,9787247,Bulk Carrier,70,273,19,13.8
370607765,2019-12-08T19:11:39Z,34.725365,27.779932,9.1,238.9,EVER OASIS F95,9638068,Bulk Carrier,70,331,47,11.2
636470344,2019-12-08T19:11:39Z,34.190381,27.878421,11.4,63.4,EVER NAVIGATOR I38,9845644,Crude Oil Tanker,80,334,52,12.7
636907509,2019-12-08T19:11:39Z,34.112017,35.608804,9.0,4.3,CMA CGM LEADER J12,9928908,Bulk Carrier,70,135,32,10.8
205189261,2019-12-08T20:11:39Z,35.536318,35.477295,12.3,244.9,OCEAN GLORY S85,9455254,Chemical Tanker,82,111,42,14.8
205207059,2019-12-08T20:11:39Z,35.155603,31.934786,9.8,286.4,MV TRADER F36,9729045,General Cargo,70,167,49,6.3
205213756,2019-12-08T20:11:39Z,34.996244,27.475951,13.2,151.7,EVER NAVIGATOR L38,9994910,Bulk Carrier,70,101,20,9.6
205218275,2019-12-08T20:11:39Z,35.159743,30.252091,6.1,98.2,MINERVA CARRIER P70,9873950,Fishing,30,178,38,5.5
205466862,2019-12-08T20:11:39Z,34.169072,31.497265,18.5,272.3,MV CARRIER J83,9257818,LNG Carrier,84,349,36,6.2
205758424,2019-12-08T20:11:39Z,35.078715,27.065246,12.7,225.4,OCEAN PIONEER D19,9669511,Crude Oil Tanker,80,241,35,13.5
205839480,2019-12-08T20:11:39Z,30.525022,31.829162,10.6,18.3,MV HORIZON W35,9657862,Crude Oil Tanker,80,246,22,10.9
205876227,2019-12-08T20:11:39Z,33.331994,35.033834,21.4,269.7,OCEAN PIONEER V34,9310450,Container Ship,70,306,19,7.8
211301597,2019-12-08T20:11:39Z,33.901576,32.929411,12.4,236.9,GLOBAL SPIRIT E39,9241893,Product Tanker,81,345,46,8.1
211333160,2019-12-08T20:11:39Z,31.669726,34.084135,4.6,219.0,CMA CGM NAVIGATOR E63,9346555,Fishing,30,204,54,16.2
211750320,2019-12-08T20:11:39Z,35.116886,35.020905,11.7,276.7,MV LEADER M43,9275702,Product Tanker,81,308,21,9.8
235268513,2019-12-08T20:11:39Z,35.012563,31.603295,10.9,112.6,CMA CGM LEADER H24,9825947,General Cargo,70,189,26,6.4
235271138,2019-12-08T20:11:39Z,32.988834,33.319378,11.3,236.5,GLOBAL HORIZON A39,9800506,General Cargo,70,126,48,6.6
235278826,2019-12-08T20:11:39Z,35.166798,35.369809,10.2,211.2,CMA CGM PIONEER W69,9972218,General Cargo,70,176,18,12.9
235314120,2019-12-08T20:11:39Z,31.776296,31.723867,16.0,338.8,OCEAN FALCON Q79,9824717,LNG Carrier,84,345,16,8.6
235383336,2019-12-08T20:11:39Z,31.653511,32.929853,8.8,18.8,HELLAS LEADER D51,9100062,Fishing,30,287,54,11.5
235444842,2019-12-08T20:11:39Z,35.896031,34.142566,10.1,277.1,MAERSK NAVIGATOR I48,9673068,General Cargo,70,157,37,5.8
235453968,2019-12-08T20:11:39Z,35.723275,32.092547,19.1,291.6,HELLAS EAGLE U15,9788367,Container Ship,70,309,36,6.2
235662974,2019-12-08T20:11:39Z,34.89969,34.999305,14.0,281.1,NORDIC GLORY J85,9375224,Product Tanker,81,161,30,12.2
235700756,2019-12-08T20:11:39Z,33.451268,34.460863,19.1,279.8,PACIFIC HORIZON G80,9430322,Container Ship,70,318,43,15.6
235776362,2019-12-08T20:11:39Z,34.879378,27.595474,18.9,152.4,OCEAN HORIZON Q49,9136727,LNG Carrier,84,123,25,6.6
240174266,2019-12-08T20:11:39Z,31.409251,29.69449,4.5,58.4,OCEAN CARRIER T34,9124224,Fishing,30,165,40,10.0
240184805,2019-12-08T20:11:39Z,31.797041,32.165826,11.5,12.5,MV NAVIGATOR D57,9636523,General Cargo,70,261,32,6.5
240541723,2019-12-08T20:11:39Z,32.085482,35.069956,5.0,306.6,STENA OASIS R71,9479324,Fishing,30,162,41,10.6
240714289,2019-12-08T20:11:39Z,35.047567,35.221785,13.1,159.5,MAERSK NAVIGATOR O97,9950688,Chemical Tanker,82,105,16,14.7
240768605,2019-12-08T20:11:39Z,31.270526,32.563091,21.4,60.8,STENA STAR F13,9428785,Container Ship,70,134,16,7.1
240879946,2019-12-08T20:11:39Z,31.290647,30.546103,18.0,247.1,MSC OASIS M84,9939190,Container Ship,70,264,30,15.0
256382880,2019-12-08T20:11:39Z,34.870915,34.335943,11.6,263.8,NORDIC LEADER F34,9625825,General Cargo,70,344,50,8.3
256593382,2019-12-08T20:11:39Z,35.596011,30.701022,11.0,84.4,MT OASIS P15,9345581,Bulk Carrier,70,263,30,8.3
256826655,2019-12-08T20:11:39Z,35.739821,27.566011,11.4,181.4,MT PIONEER D70,9579822,Crude Oil Tanker,80,133,27,11.9
311159078,2019-12-08T20:11:39Z,32.504025,32.998406,10.3,241.7,NORDIC FALCON T47,9642131,Bulk Carrier,70,295,45,16.4
311191585,2019-12-08T20:11:39Z,33.628934,29.125908,18.0,265.1,SEASPAN SPIRIT J51,9257101,LNG Carrier,84,340,20,16.2
311439680,2019-12-08T20:11:39Z,34.491076,31.738768,10.0,130.8,GLOBAL CARRIER X25,9880273,Crude Oil Tanker,80,158,24,11.4
311653540,2019-12-08T20:11:39Z,35.980168,35.541102,10.8,270.3,PACIFIC NAVIGATOR C79,9569955,Chemical Tanker,82,218,19,13.2
311905376,2019-12-08T20:11:39Z,33.472783,34.299436,13.8,111.8,SEASPAN JEWEL E27,9189613,Chemical Tanker,82,203,36,15.8
311917194,2019-12-08T20:11:39Z,33.497428,35.291441,11.0,49.3,MINERVA FALCON C17,9648708,Chemical Tanker,82,243,29,12.3
311938401,2019-12-08T20:11:39Z,33.056508,34.661822,20.5,268.6,MAERSK CARRIER W22,9891980,Container Ship,70,161,46,12.2
311970218,2019-12-08T20:11:39Z,35.198963,35.764521,14.8,223.8,SEASPAN LEADER X34,9531250,Crude Oil Tanker,80,287,28,6.6
352102365,2019-12-08T20:11:39Z,32.524974,34.944495,12.4,235.7,PACIFIC SPIRIT M60,9628912,Crude Oil Tanker,80,287,44,9.1
352149143,2019-12-08T20:11:39Z,32.60869,31.235371,13.0,36.3,MINERVA LEADER A66,9152745,Bulk Carrier,70,340,18,8.0
352301606,2019-12-08T20:11:39Z,34.175149,28.14362,13.7,106.3,NORDIC CARRIER L22,9888987,Chemical Tanker,82,166,25,14.7
352496149,2019-12-08T20:11:39Z,33.808692,34.291597,19.6,213.4,STENA NAVIGATOR F19,9865940,Container Ship,70,320,22,6.9
352708407,2019-12-08T20:11:39Z,31.348551,30.830731,18.4,56.2,MT PIONEER Q12,9318948,LNG Carrier,84,337,54,10.3
352738192,2019-12-08T20:11:39Z,35.229163,31.299477,21.0,279.3,HELLAS EAGLE N89,9658831,Container Ship,70,291,30,10.8
352942909,2019-12-08T20:11:39Z,30.646922,32.864763,17.6,327.1,MSC LEADER C91,9922256,LNG Carrier,84,159,31,14.9
370105717,2019-12-08T20:11:39Z,35.290881,33.997004,13.8,59.1,PACIFIC EAGLE D18,9477089,Chemical Tanker,82,214,54,15.1
370197493,2019-12-08T20:11:39Z,32.385208,32.328514,9.1,343.6,NORDIC STAR O76,9226523,Bulk Carrier,70,155,19,10.7
370349903,2019-12-08T20:11:39Z,34.544189,27.899636,9.2,46.3,STENA NAVIGATOR V31,9118470,Bulk Carrier,70,309,50,16.0
370380151,2019-12-08T20:11:39Z,34.177637,33.021179,15.3,279.1,MSC TRADER W37,9782835,LNG Carrier,84,336,16,10.2
370394004,2019-12-08T20:11:39Z,34.253829,35.153962,12.0,303.6,GLOBAL JEWEL M66,9195795,Crude Oil Tanker,80,290,30,10.4
370528463,2019-12-08T20:11:39Z,33.322453,31.828392,14.7,85.6,MAERSK STAR C16,9726439,Crude Oil Tanker,80,255,32,5.7
370544505,2019-12-08T20:11:39Z,34.936943,31.032395,13.6,293.4,MSC PIONEER C42,9559005,Product Tanker,81,214,15,9.1
370601289,2019-12-08T20:11:39Z,31.564456,31.329358,12.8,309.3,MINERVA SPIRIT W67,9787247,Bulk Carrier,70,273,19,13.8
370607765,2019-12-08T20:11:39Z,34.718797,27.729304,10.6,233.6,EVER OASIS F95,9638068,Bulk Carrier,70,331,47,11.2
636470344,2019-12-08T20:11:39Z,34.287633,27.891577,12.4,55.3,EVER NAVIGATOR I38,9845644,Crude Oil Tanker,80,334,52,12.7
636907509,2019-12-08T20:11:39Z,34.159313,35.529628,12.4,352.9,CMA CGM LEADER J12,9928908,Bulk Carrier,70,135,32,10.8
205189261,2019-12-08T21:11:39Z,35.554832,35.383056,11.3,245.9,OCEAN GLORY S85,9455254,Chemical Tanker,82,111,42,14.8
205207059,2019-12-08T21:11:39Z,35.166481,31.812106,11.8,277.3,MV TRADER F36,9729045,General Cargo,70,167,49,6.3
205213756,2019-12-08T21:11:39Z,34.91504,27.555301,13.1,148.8,EVER NAVIGATOR L38,9994910,Bulk Carrier,70,101,20,9.6
205218275,2019-12-08T21:11:39Z,35.22875,30.462156,9.3,96.7,MINERVA CARRIER P70,9873950,Fishing,30,178,38,5.5
205466862,2019-12-08T21:11:39Z,34.178144,31.462064,15.8,259.6,MV CARRIER J83,9257818,LNG Carrier,84,349,36,6.2
205839480,2019-12-08T21:11:39Z,30.546622,31.759454,12.9,13.9,MV HORIZON W35,9657862,Crude Oil Tanker,80,246,22,10.9
205876227,2019-12-08T21:11:39Z,33.260931,34.938782,20.1,265.2,OCEAN PIONEER V34,9310450,Container Ship,70,306,19,7.8
211301597,2019-12-08T21:11:39Z,33.799787,32.910261,12.4,227.4,GLOBAL SPIRIT E39,9241893,Product Tanker,81,345,46,8.1
211333160,2019-12-08T21:11:39Z,31.64849,34.104762,8.6,228.6,CMA CGM NAVIGATOR E63,9346555,Fishing,30,204,54,16.2
211750320,2019-12-08T21:11:39Z,35.088178,34.811885,13.2,284.8,MV LEADER M43,9275702,Product Tanker,81,308,21,9.8
235268513,2019-12-08T21:11:39Z,35.057236,31.613652,11.0,108.3,CMA CGM LEADER H24,9825947,General Cargo,70,189,26,6.4
235271138,2019-12-08T21:11:39Z,32.893862,33.246929,12.1,244.2,GLOBAL HORIZON A39,9800506,General Cargo,70,126,48,6.6
235278826,2019-12-08T21:11:39Z,35.129047,35.347925,9.5,218.3,CMA CGM PIONEER W69,9972218,General Cargo,70,176,18,12.9
235314120,2019-12-08T21:11:39Z,31.755771,31.72101,18.2,338.1,OCEAN FALCON Q79,9824717,LNG Carrier,84,345,16,8.6
235383336,2019-12-08T21:11:39Z,31.735382,32.972224,6.4,16.2,HELLAS LEADER D51,9100062,Fishing,30,287,54,11.5
235444842,2019-12-08T21:11:39Z,35.958687,33.892075,12.0,275.4,MAERSK NAVIGATOR I48,9673068,General Cargo,70,157,37,5.8
235453968,2019-12-08T21:11:39Z,35.679448,32.059536,16.3,296.5,HELLAS EAGLE U15,9788367,Container Ship,70,309,36,6.2
235662974,2019-12-08T21:11:39Z,34.898895,34.833445,13.3,273.9,NORDIC GLORY J85,9375224,Product Tanker,81,161,30,12.2
235700756,2019-12-08T21:11:39Z,33.493899,34.40587,19.7,282.6,PACIFIC HORIZON G80,9430322,Container Ship,70,318,43,15.6
235776362,2019-12-08T21:11:39Z,34.78854,27.568258,18.0,161.3,OCEAN HORIZON Q49,9136727,LNG Carrier,84,123,25,6.6
240174266,2019-12-08T21:11:39Z,31.444738,29.742597,7.0,68.6,OCEAN CARRIER T34,9124224,Fishing,30,165,40,10.0
240184805,2019-12-08T21:11:39Z,31.766453,32.232239,11.6,5.7,MV NAVIGATOR D57,9636523,General Cargo,70,261,32,6.5
240541723,2019-12-08T21:11:39Z,32.120906,35.074891,4.4,304.7,STENA OASIS R71,9479324,Fishing,30,162,41,10.6
240714289,2019-12-08T21:11:39Z,35.052717,35.216119,10.6,159.2,MAERSK NAVIGATOR O97,9950688,Chemical Tanker,82,105,16,14.7
240768605,2019-12-08T21:11:39Z,31.242277,32.536629,17.9,56.5,STENA STAR F13,9428785,Container Ship,70,134,16,7.1
240879946,2019-12-08T21:11:39Z,31.292499,30.347787,16.5,253.9,MSC OASIS M84,9939190,Container Ship,70,264,30,15.0
256382880,2019-12-08T21:11:39Z,34.900245,34.224923,11.8,267.6,NORDIC LEADER F34,9625825,General Cargo,70,344,50,8.3
256593382,2019-12-08T21:11:39Z,35.600942,30.748362,13.4,93.4,MT OASIS P15,9345581,Bulk Carrier,70,263,30,8.3
256826655,2019-12-08T21:11:39Z,35.744049,27.584577,11.3,180.8,MT PIONEER D70,9579822,Crude Oil Tanker,80,133,27,11.9
311159078,2019-12-08T21:11:39Z,32.514532,32.942855,12.4,239.0,NORDIC FALCON T47,9642131,Bulk Carrier,70,295,45,16.4
311191585,2019-12-08T21:11:39Z,33.707002,28.922234,17.9,268.8,SEASPAN SPIRIT J51,9257101,LNG Carrier,84,340,20,16.2
311439680,2019-12-08T21:11:39Z,34.414232,31.791727,14.7,127.4,GLOBAL CARRIER X25,9880273,Crude Oil Tanker,80,158,24,11.4
311653540,2019-12-08T21:11:39Z,35.922926,35.440858,10.9,268.4,PACIFIC NAVIGATOR C79,9569955,Chemical Tanker,82,218,19,13.2
311873489,2019-12-08T21:11:39Z,34.351229,33.482349,16.8,299.4,MSC SPIRIT P78,9729961,LNG Carrier,84,319,22,7.5
311905376,2019-12-08T21:11:39Z,33.484417,34.249153,13.2,106.3,SEASPAN JEWEL E27,9189613,Chemical Tanker,82,203,36,15.8
311917194,2019-12-08T21:11:39Z,33.511004,35.300972,13.8,35.0,MINERVA FALCON C17,9648708,Chemical Tanker,82,243,29,12.3
311938401,2019-12-08T21:11:39Z,33.08708,34.612357,20.6,287.2,MAERSK CARRIER W22,9891980,Container Ship,70,161,46,12.2
311970218,2019-12-08T21:11:39Z,35.127016,35.739961,10.9,237.0,SEASPAN LEADER X34,9531250,Crude Oil Tanker,80,287,28,6.6
352102365,2019-12-08T21:11:39Z,32.48842,34.994462,11.0,234.3,PACIFIC SPIRIT M60,9628912,Crude Oil Tanker,80,287,44,9.1
352149143,2019-12-08T21:11:39Z,32.609208,31.220333,10.0,34.9,MINERVA LEADER A66,9152745,Bulk Carrier,70,340,18,8.0
352301606,2019-12-08T21:11:39Z,34.1055,28.257382,13.0,106.7,NORDIC CARRIER L22,9888987,Chemical Tanker,82,166,25,14.7
352496149,2019-12-08T21:11:39Z,33.732621,34.269391,22.0,205.5,STENA NAVIGATOR F19,9865940,Container Ship,70,320,22,6.9
352708407,2019-12-08T21:11:39Z,31.43638,30.877234,16.0,58.7,MT PIONEER Q12,9318948,LNG Carrier,84,337,54,10.3
352738192,2019-12-08T21:11:39Z,35.264549,31.185018,21.5,280.6,HELLAS EAGLE N89,9658831,Container Ship,70,291,30,10.8
352942909,2019-12-08T21:11:39Z,30.719077,32.766887,15.6,327.6,MSC LEADER C91,9922256,LNG Carrier,84,159,31,14.9
370105717,2019-12-08T21:11:39Z,35.329244,34.07577,12.5,54.2,PACIFIC EAGLE D18,9477089,Chemical Tanker,82,214,54,15.1
370197493,2019-12-08T21:11:39Z,32.354013,32.28665,12.4,334.0,NORDIC STAR O76,9226523,Bulk Carrier,70,155,19,10.7
370349903,2019-12-08T21:11:39Z,34.522859,27.91707,12.5,41.6,STENA NAVIGATOR V31,9118470,Bulk Carrier,70,309,50,16.0
370380151,2019-12-08T21:11:39Z,34.251341,32.890999,15.1,285.6,MSC TRADER W37,9782835,LNG Carrier,84,336,16,10.2
370394004,2019-12-08T21:11:39Z,34.287259,35.056635,14.8,306.5,GLOBAL JEWEL M66,9195795,Crude Oil Tanker,80,290,30,10.4
370528463,2019-12-08T21:11:39Z,33.327485,31.986952,13.9,83.8,MAERSK STAR C16,9726439,Crude Oil Tanker,80,255,32,5.7
370544505,2019-12-08T21:11:39Z,34.954263,30.915689,13.3,280.9,MSC PIONEER C42,9559005,Product Tanker,81,214,15,9.1
370601289,2019-12-08T21:11:39Z,31.656986,31.20222,13.2,303.4,MINERVA SPIRIT W67,9787247,Bulk Carrier,70,273,19,13.8
370607765,2019-12-08T21:11:39Z,34.614577,27.621921,11.5,224.0,EVER OASIS F95,9638068,Bulk Carrier,70,331,47,11.2
636470344,2019-12-08T21:11:39Z,34.297881,28.007905,12.2,59.4,EVER NAVIGATOR I38,9845644,Crude Oil Tanker,80,334,52,12.7
636869082,2019-12-08T21:11:39Z,35.394752,32.469054,16.3,262.8,PACIFIC PIONEER R45,9546561,Container Ship,70,263,52,13.5
